name,,addedAt,episodeId,url
Dr. K: Feeling Lost in Your 20s or 30s?  (THIS Mindset Shift Will Help You Find Direction & Purpose),,2026-06-25T16:05:37Z,4wBgIQifamxkjgsJvP7U7a,https://open.spotify.com/episode/4wBgIQifamxkjgsJvP7U7a
#2503 - Eric Weinstein,,2026-06-26T17:43:34Z,6z0SLDw1a2MZmo7fnLgENu,https://open.spotify.com/episode/6z0SLDw1a2MZmo7fnLgENu
#2501 - Marc Andreessen,,2026-06-26T17:43:48Z,6YWW07RV3YmQuNRpXu0z7M,https://open.spotify.com/episode/6YWW07RV3YmQuNRpXu0z7M
"Science of Attraction, Compatibility & Romance | Dr. Paul Eastwick",,2026-06-26T17:47:48Z,1ql2r9T7y0I1h5m7FIjrch,https://open.spotify.com/episode/1ql2r9T7y0I1h5m7FIjrch
#2518 - Tim Dillon,,2026-06-27T10:35:25Z,0fp0NvYfTIhz2mOozKqMnF,https://open.spotify.com/episode/0fp0NvYfTIhz2mOozKqMnF
Lovemaxxing E2: Why You Freeze Up When You Talk to Women,,2026-06-27T22:02:52Z,77iHgGqDnSD7MHx0TmWXJ6,https://open.spotify.com/episode/77iHgGqDnSD7MHx0TmWXJ6
Why Nobody Feels Loved Anymore - Sonja Lyubomirsky - #1115,,2026-06-28T19:51:17Z,1OeSlM6TfcwgccVhyGanjs,https://open.spotify.com/episode/1OeSlM6TfcwgccVhyGanjs
Anti-Aging Expert: This Reverses Gray Hair & Boosts Your Energy!,,2026-07-07T23:27:37Z,3YoOBZjNmFNfz0bxNgI73P,https://open.spotify.com/episode/3YoOBZjNmFNfz0bxNgI73P
Lovemaxxing E3: Why Modern Dating Feels Like Parenting,,2026-07-09T20:33:27Z,0aEqfTPATBDcRXCjOp6lta,https://open.spotify.com/episode/0aEqfTPATBDcRXCjOp6lta
Creatine Expert: Creatine Is The Secret To Weight Loss,,2026-07-11T02:55:54Z,6UBZG1E59BZh58Px1shq9S,https://open.spotify.com/episode/6UBZG1E59BZh58Px1shq9S
We built our own CIA-like intelligence hub,,2026-07-11T03:24:19Z,6r1Jqalmfn2Sj45EdEc9cW,https://open.spotify.com/episode/6r1Jqalmfn2Sj45EdEc9cW
"Holly Madison Opens Up About Her Autism Diagnosis, Battling Depression & Reveals Her Brain Scan Results",,2026-07-11T05:28:13Z,7c030lyyvyW72aaqGvIKaW,https://open.spotify.com/episode/7c030lyyvyW72aaqGvIKaW
Why Russia is Suddenly Losing in Ukraine,,2026-07-11T06:48:32Z,7diJ6pOYEKXJKsi9mi2TbE,https://open.spotify.com/episode/7diJ6pOYEKXJKsi9mi2TbE
Are brands inflating their sales numbers? How that means you could SAVE ON NEW CARS,,2026-07-15T06:58:07Z,0TkcyWKeyYsBzTOH536iS3,https://open.spotify.com/episode/0TkcyWKeyYsBzTOH536iS3
Michelle Thaller: Modern physics is forcing us to rethink existence,,2026-07-17T01:06:12Z,7plQ7SkEyetrReY9in57VI,https://open.spotify.com/episode/7plQ7SkEyetrReY9in57VI
Anima & Animus: The Two Forces Shaping Your Personality,,2026-07-24T02:50:11Z,1MUwD79gqadC40TNDUHoJx,https://open.spotify.com/episode/1MUwD79gqadC40TNDUHoJx
#2530 – Timothy Alberino,,2026-07-28T03:35:15Z,6Yl3DgBWFLHCM6YTyPAcwb,https://open.spotify.com/episode/6Yl3DgBWFLHCM6YTyPAcwb
I’m Not Masculine Enough,,2026-08-02T11:38:30Z,7nIxCrGP9lBcpSbtWhrpP8,https://open.spotify.com/episode/7nIxCrGP9lBcpSbtWhrpP8
